date,age,distance,stores,latitude,longitude,price
2002,25,3,0,85,128,13335
2009,5,8,1,80,127,13610
2004,22,6,0,85,121,14494
2000,5,3,4,81,128,12419
2011,1,10,6,89,127,14759
2015,31,10,10,83,126,15309
2000,30,1,7,80,125,14220
2004,1,8,6,82,128,14259
2011,10,10,4,88,122,14509
2012,5,0,3,81,129,11699
2005,10,1,10,81,122,12089
2009,4,1,4,89,120,12654
2006,15,5,8,83,126,13191
2004,10,8,10,84,127,14850
2004,16,2,9,89,130,13090
2004,8,0,3,90,122,12514
2001,12,4,3,82,123,13433
2014,2,9,9,85,123,14180
2002,22,7,2,89,122,13688
2007,23,9,6,90,121,15416
2000,28,3,1,80,129,14072
2015,1,6,6,89,122,13131
2005,1,1,2,84,130,12496
2010,38,5,8,87,127,15626
2016,33,10,4,84,129,16334
2013,18,2,4,89,121,12435
2007,0,7,5,82,125,13595
2001,23,5,2,90,120,13568
2018,38,10,6,86,130,16779
2007,12,8,5,81,126,14674
2011,3,5,6,88,122,13569
2009,18,2,6,90,127,13561
2001,3,6,10,87,127,13323
2012,30,0,4,83,125,13188
2009,6,4,7,80,127,12965
2006,5,4,0,90,124,12100
2006,7,10,7,81,122,14746
2007,21,2,3,82,129,13417
2001,30,2,10,88,122,13467
2009,1,5,3,81,130,12367
2008,9,4,8,86,121,13484
2014,2,8,7,90,121,13499
2008,4,1,4,81,124,11749
2012,38,9,4,87,129,16051
2014,18,1,6,85,126,12597
2003,27,8,8,90,123,15310
2005,28,9,6,84,124,14603
2003,30,8,9,86,128,14711
2004,25,6,8,86,128,14881
2005,21,0,3,90,125,12391
2007,2,4,0,87,124,13149
2006,3,2,7,81,121,12429
2009,18,8,8,89,120,14625
2015,11,9,2,81,127,13738
2004,7,2,5,83,127,11970
2003,19,3,0,83,123,12426
2006,33,0,8,86,127,13375
2003,32,1,8,85,130,14120
2015,16,5,4,87,124,13346
2001,16,8,0,81,120,14545
2008,5,5,10,87,128,13961
2001,18,0,5,89,122,12026
2009,11,5,7,85,127,13752
2005,4,8,4,85,120,13321
2018,33,10,2,87,125,15859
2018,14,9,7,86,123,14135
2008,20,1,10,84,121,13728
2000,5,5,7,81,124,13718
2006,32,1,2,90,130,13356
2013,35,0,1,84,122,13698
2003,15,10,9,85,120,15286
2008,2,9,4,89,126,13306
2002,26,4,6,88,128,13548
2016,20,8,1,86,128,14074
2007,34,8,5,86,127,16113
2000,22,2,4,87,128,13891
2003,31,4,6,84,122,13874
2001,12,2,9,86,129,13122
2010,28,10,2,81,126,14644
2005,24,5,3,83,125,13822
2006,14,4,10,83,120,13254
2015,24,3,6,81,128,14243
2005,10,7,7,82,122,14326
2001,23,2,4,90,124,13825
2011,28,3,4,88,124,13533
2001,30,1,8,90,125,14199
2011,15,6,10,90,120,14537
2005,25,6,5,85,122,14823
2008,33,7,9,83,128,15379
2008,6,5,4,89,125,12927
2000,32,9,7,80,129,15830
2014,30,6,1,86,122,14786
2007,5,1,3,85,120,12601
2015,10,8,3,80,122,14381
2000,28,7,8,86,130,15298
2016,8,3,6,87,122,12940
2010,19,7,7,82,121,14517
2010,37,0,5,83,128,14092
2000,28,1,7,81,125,13191
2016,25,7,4,90,123,14316
2008,21,8,3,81,130,14179
2017,7,7,0,82,120,12912
2016,1,0,6,86,124,12400
2004,15,0,3,82,123,12137
2016,8,1,4,89,129,12481
2002,21,7,8,90,124,14951
2002,3,3,8,84,127,13216
2015,9,10,8,90,121,14697
2005,13,5,1,88,126,13652
2015,37,4,7,86,122,14636
2004,22,2,8,90,128,13244
2008,34,2,5,81,128,13705
2009,8,0,2,88,122,11849
2008,1,2,6,89,129,12807
2004,3,10,4,89,130,14055
2012,11,2,5,83,121,13129
2006,19,0,0,83,120,12949
2010,34,7,5,82,127,15011
2005,30,0,10,89,130,14015
2017,11,3,0,80,122,13351
2012,17,5,3,87,122,13699
2016,38,3,3,90,129,14638
2012,13,2,9,90,122,13201
2012,38,3,10,84,128,15059
2009,12,6,1,83,127,13568
2005,20,1,6,86,124,13539
2016,14,8,8,80,128,14082
2001,15,5,9,82,130,13486
2001,11,9,2,83,121,13645
2013,36,7,6,80,130,15133
2010,22,0,8,82,123,13306
2003,35,5,9,86,121,15708
2008,5,2,2,89,123,11788
2011,37,5,7,90,122,14719
2009,2,2,5,80,124,12458
2017,22,3,2,83,125,13918
2012,1,0,10,85,127,12466
2004,18,7,1,86,128,14443
2015,16,4,5,82,122,13529
2003,38,9,6,89,122,15573
2005,7,4,3,88,120,12525
2003,32,8,8,89,124,15191
2005,14,5,6,89,130,13848
2013,23,6,6,84,122,14650
2008,31,4,4,82,129,13828
2018,29,10,9,83,127,15124
2016,1,6,9,80,122,13997
2003,6,7,4,85,130,12956
2012,21,0,4,86,126,13469
2016,7,3,0,81,123,12961
2017,21,1,6,90,124,12670
2001,4,9,10,81,127,13837
2003,27,4,8,83,120,14662
2009,16,6,7,80,126,13527
2016,3,9,2,87,125,13758
2016,3,0,0,84,129,12162
2004,38,1,1,81,123,14118
2014,1,9,0,80,124,14319
2001,10,7,6,85,121,13510
2000,17,7,7,85,125,13514
2015,13,8,6,87,122,14437
2002,17,10,2,84,121,14780
2007,32,3,6,82,124,14273
2005,19,6,6,85,124,13378
2015,22,2,1,85,128,12546
2008,29,2,10,89,127,13962
2005,31,1,7,88,129,14386
2013,29,8,4,88,124,14673
2013,6,10,0,87,129,14091
2005,32,3,4,90,123,13820
2013,12,2,8,84,125,12470
2015,15,10,4,84,128,14002
2012,29,5,5,83,121,14794
2010,0,3,4,88,122,12103
2001,37,8,10,84,126,15703
2017,18,0,3,89,125,12653
2004,0,3,0,89,120,12497
2017,35,8,4,84,123,15412
2009,32,8,0,87,130,15097
2008,5,5,8,89,129,13372
2012,36,0,9,84,127,14840
2009,10,9,3,80,130,13983
2009,38,8,7,84,120,16282
2014,11,5,10,85,123,13401
2001,29,2,10,81,120,14352
2006,5,8,10,90,126,13585
2010,30,9,9,81,121,15529
2003,3,3,5,84,128,13077
2004,21,3,4,81,130,13028
2012,7,4,3,84,120,13296
2014,9,2,3,86,124,12868
2015,26,10,10,80,123,15407
2014,17,2,0,82,129,13330
2005,3,10,8,86,125,14469
2018,11,2,9,89,124,13027
2000,38,3,3,88,126,14027
2010,37,6,6,85,127,15634
2011,14,4,3,87,123,13722
2010,3,1,5,85,125,11810
2001,35,2,0,83,126,14009
2011,35,3,6,86,126,14831
2017,29,0,0,82,126,13567
2004,1,9,6,86,124,13339
2009,37,10,7,85,128,16423
2008,23,8,5,88,121,14640
2003,27,0,8,80,122,13212
2011,22,6,1,90,120,13590
2002,24,1,0,82,129,12850
2006,14,5,0,85,120,13477
2005,11,6,2,83,120,13266
2011,6,0,6,83,128,12256
2018,12,8,8,83,120,14100
2010,24,1,8,90,125,12804
2003,20,0,8,80,127,12659
2013,22,0,10,89,124,12579
2004,36,7,7,80,129,16014
2017,5,6,10,81,125,14170
2008,32,5,7,85,121,14743
2017,36,3,1,87,124,14442
2017,18,10,4,84,127,14789
2001,33,4,3,85,125,14404
2003,15,0,5,80,124,11975
2000,25,4,0,81,130,13649
2001,3,5,5,87,124,13601
2001,31,0,2,90,130,13553
2006,11,10,7,90,123,14563
2005,16,8,6,86,126,13916
2004,1,4,4,84,120,12394
2001,36,8,7,89,126,15487
2010,34,9,0,87,127,16100
2010,32,7,7,84,126,14822
2011,9,10,1,89,123,14333
2011,9,1,3,86,126,12787
2018,2,4,3,84,120,12183
2008,17,4,5,84,125,14076
2016,6,3,5,89,120,13077
2004,2,3,3,84,124,12432
2012,34,8,2,86,123,15084
2005,25,9,10,87,130,15143
2016,30,6,0,90,129,14805
2007,6,3,5,88,125,13055
2018,31,10,7,81,130,15187
2009,12,2,4,89,123,13272
2005,20,4,2,80,120,13398
2007,30,2,2,81,122,13566
2012,22,3,3,80,130,12822
2003,30,2,8,90,124,14406
2013,4,3,3,90,129,12583
2004,20,1,1,84,127,13165
2011,18,5,5,82,126,13592
2000,28,10,5,81,128,14881
2010,5,10,6,86,125,13690
2010,38,4,1,85,125,14416
2006,34,0,8,80,123,14416
2004,6,2,8,86,130,12499
2013,21,4,1,85,125,13626
2018,24,2,4,84,124,14071
2000,2,10,10,85,130,14040
2007,31,7,9,89,128,15618
2000,25,8,8,83,126,15262
2017,10,10,5,85,128,14860
2008,2,10,6,84,129,14373
2012,11,8,1,90,122,14481
2018,35,0,8,82,127,14343
2013,16,2,8,82,123,13137
2018,30,0,1,80,123,13924
2011,2,10,0,86,129,13468
2015,0,8,1,81,127,13278
2016,18,6,8,89,120,13602
2015,23,7,5,80,123,14809
2018,22,5,4,87,128,13342
2003,23,7,9,84,126,14860
2005,5,6,4,88,125,12711
2002,30,3,3,86,121,14446
2010,10,9,10,84,120,14680
2000,24,9,7,80,122,15577
2018,1,4,3,88,125,13092
2010,20,8,7,84,122,15182
2008,13,8,5,86,124,13602
2000,10,1,10,89,121,12729
2006,5,8,8,81,125,14191
2002,24,3,1,85,129,12819
2014,11,10,8,82,124,15248
2003,1,6,0,82,123,12868
2008,11,7,10,80,123,14274
2007,31,6,9,87,130,14776
2000,30,2,6,83,120,14486
2002,8,9,0,87,129,14385
2014,8,10,1,87,120,13530
2011,3,10,6,83,123,13743
2015,18,3,9,83,120,12864
2011,27,9,0,87,121,15141
2004,37,9,10,89,122,16693
2018,5,3,9,85,129,12658
2010,11,10,3,81,120,14069
2012,17,6,10,85,123,13752
2002,5,7,6,80,123,14218
2001,21,9,3,83,126,14475
2002,16,4,4,89,124,13586
2010,5,0,2,80,120,11458
2002,10,10,10,88,123,14644
2008,31,5,4,81,130,15172
2007,36,5,10,85,128,15145
2012,20,4,5,87,124,14144
2009,16,5,6,84,120,13379
2007,34,9,8,88,127,15986
2013,19,2,10,86,128,12814
2012,35,4,2,87,130,15249
2000,7,3,6,84,123,13322
2000,6,1,10,88,128,13005
2013,17,8,0,81,120,14656
2001,1,2,6,90,120,12727
2001,34,7,0,86,125,15355
2010,6,4,3,80,121,13241
2004,0,4,1,81,128,12885
2010,28,8,2,84,125,15099
2017,18,2,7,86,123,13735
2005,4,6,0,90,128,13393
2016,21,2,10,80,123,13769
2018,1,7,4,82,127,13756
2013,10,9,9,86,129,14201
2005,32,8,5,80,125,15264
2013,37,0,6,85,128,14293
2013,33,4,10,87,128,15345
2018,30,7,8,85,122,14608
2016,20,6,6,86,126,14137
2008,31,7,10,84,124,15751
2009,16,4,0,83,129,13797
2014,19,2,4,87,130,12787
2007,0,10,7,87,124,14743
2005,11,10,5,87,124,14196
2002,21,1,9,87,122,13601
2004,1,5,3,82,123,12812
2003,16,1,0,83,127,12133
2000,32,9,8,80,124,15096
2018,27,8,2,85,128,15466
2001,30,0,7,89,126,13067
2009,22,5,9,85,122,14259
2008,23,7,5,80,128,14676
2001,33,4,4,85,125,14706
2003,19,0,6,84,123,13004
2010,24,7,6,89,126,15213
2000,38,4,6,84,130,15647
2000,8,1,0,85,124,11901
2001,23,4,10,82,121,14229
2007,37,3,0,90,129,14224
2017,23,8,0,87,122,14183
2013,15,6,3,89,120,13562
2017,24,2,1,81,129,12921
2011,0,5,9,81,128,13529
2010,11,1,8,83,128,12223
2012,13,5,6,82,127,13660
2016,11,6,4,83,130,13351
2004,22,8,8,86,129,14489
2006,27,8,1,88,130,14500
2003,26,1,8,89,121,13382
2007,29,2,10,86,122,14292
2011,26,2,6,89,130,13449
2018,10,6,5,80,130,14239
2005,10,7,2,80,127,13590
2013,38,5,6,90,125,15167
2008,27,10,2,86,127,15473
2004,37,1,10,80,128,14246
2006,10,6,10,90,125,14073
2007,27,0,5,87,127,13271
2015,9,9,3,85,129,13491
2003,22,8,6,89,128,14772
2018,5,2,5,87,128,12006
2004,21,5,3,82,120,13721
2011,34,10,3,82,124,16432
2018,7,4,6,80,124,12722
2018,4,0,2,88,122,11522
2017,23,4,2,90,128,13736
2008,18,1,0,84,120,12606
2011,21,5,2,81,127,14370
2011,8,2,6,83,128,13354
2002,20,3,0,80,129,13252
2014,31,0,0,84,128,13099
2011,33,1,3,90,129,13382
2017,29,1,7,80,124,13844
2007,1,2,2,80,126,12037
2013,20,4,3,88,125,13304
2007,16,6,4,82,128,14019
2012,37,4,0,84,127,14415
2010,2,9,2,80,126,13802
2002,34,9,9,88,129,15392
2010,3,4,5,84,130,12574
2008,9,0,4,80,121,12186
2018,17,10,10,90,126,14813
2015,29,7,9,84,124,14824
2016,25,0,8,81,122,13646
2015,21,8,10,89,124,14696
2001,0,10,6,84,129,13668
2009,5,1,2,84,123,12321
2003,28,3,6,82,120,13667
2007,35,10,6,84,125,15405
2012,18,3,10,88,123,13067
2008,18,3,7,81,124,12867
2013,13,0,7,84,122,12798
2018,28,7,6,80,122,14835
2014,32,1,4,80,123,13407
2003,12,0,1,83,123,11650
2013,20,7,5,89,127,14935
2008,1,4,2,85,125,12221
2012,24,10,6,86,129,15749
2005,37,10,8,80,128,16554
2014,0,9,8,80,127,14717
2004,2,7,1,88,129,12716
2009,30,0,10,89,126,14391
2011,32,7,5,86,126,15745
2008,8,6,10,80,122,14070
2008,18,1,9,80,128,13333
2006,14,8,8,80,120,14365
2018,38,9,4,88,126,16574
2000,26,0,3,87,122,13289
2003,10,5,4,80,129,13141
2007,20,9,10,83,130,14314
2002,17,4,3,83,122,13798
2006,33,2,2,84,124,13956
2001,23,4,4,86,120,14069
2005,22,9,8,86,128,14328
2017,12,0,5,83,128,12452
2001,6,1,3,87,129,12660
2001,25,10,2,82,120,15491
2004,18,7,5,81,123,14212
2012,30,0,4,88,130,13619
2018,32,3,3,85,127,13958
2002,35,5,9,87,124,15220
2012,17,10,6,85,123,15172
2017,0,3,0,85,120,12038
2015,34,1,10,87,125,13674
2014,25,10,7,89,129,16017
2001,27,2,8,81,129,13272
2018,33,8,6,90,125,15260
2001,24,3,4,86,128,14098
2001,21,1,2,81,123,13348
2003,2,5,0,85,127,12589
2016,15,7,2,84,127,14132
2012,11,5,2,87,126,12766
2001,35,3,2,85,125,14697
2006,22,9,0,88,122,13909
2002,0,0,7,90,125,12513
2015,28,3,3,85,122,14233
2005,32,7,3,80,122,14428
2001,33,5,4,80,123,15131
2012,35,5,6,80,122,14570
2013,35,10,6,84,129,15709
2011,14,3,4,88,126,13334
2016,34,2,4,83,122,14553
2014,14,8,5,84,130,13827
2007,28,6,7,80,130,14536
2015,11,1,1,80,125,11866
2012,23,5,7,88,124,13885
2007,20,6,7,82,129,14138
2018,37,10,5,85,122,15830
2006,29,2,10,90,123,14187
2001,31,3,2,89,128,13642
2005,26,6,0,86,128,13925
2016,0,4,0,87,122,12639
2008,26,9,6,89,130,14533
2011,18,0,6,86,127,13021
2008,38,8,5,89,123,15967
2013,13,2,6,82,124,13279
2016,21,2,3,86,127,13219
2013,17,1,6,87,123,13414
2001,36,5,10,80,128,15342
2007,13,9,10,80,127,14807
2016,2,6,1,90,123,12666
2008,25,8,0,90,123,15047
2015,21,6,7,85,121,14838
2008,17,0,7,85,124,13359
2015,32,9,5,81,129,15684
2007,22,4,3,86,123,13625
2009,26,10,9,82,124,15090
2013,3,10,0,80,124,13443
2018,8,3,6,89,130,13005
2017,20,4,8,87,127,14462
2006,32,3,2,90,121,14596
2015,26,7,0,85,130,14320
2017,25,1,7,85,125,13965
2008,24,10,3,89,128,14833
2010,25,10,4,83,121,15017
2016,26,8,10,85,126,15270
2001,31,10,9,87,124,16332
2000,18,4,0,85,127,13477
2012,31,9,2,86,123,15304
2015,0,10,8,88,121,14822
2011,21,1,4,87,126,12788
2001,13,8,1,89,127,13525
2018,30,4,4,80,128,14540
2001,13,1,8,86,121,12364
2005,29,5,8,87,130,15105
2012,14,4,8,84,127,13480
2000,29,0,1,86,126,13804
2005,3,9,0,80,123,13305
2007,22,5,9,81,122,13725
2004,7,8,3,83,120,13217
2014,28,6,4,88,126,15194
2006,23,2,10,84,123,13359
2010,10,8,10,84,122,14852
2000,11,1,0,83,127,12649
2008,12,5,8,82,126,13818
2002,36,9,5,80,120,16160
2012,4,2,10,88,125,13069
2002,23,0,8,82,124,13082
2017,6,2,7,82,120,12690
2000,4,4,3,82,124,13287
2003,31,8,7,86,122,15286
2001,9,8,3,84,121,14289
2005,38,1,6,85,124,13894
2000,23,4,3,86,129,13686
2018,20,5,10,85,126,14509
2001,3,1,10,82,130,12154
2018,4,4,6,83,123,12771
2015,26,8,2,81,126,14340
2006,16,5,5,87,122,13718
2018,18,7,0,85,130,13839
2002,23,6,4,81,127,13626
2004,11,8,2,86,123,13847
2013,0,5,10,85,121,13066
2004,34,1,10,81,120,14065
2012,18,8,1,81,121,13500
2010,36,2,7,81,125,14730
2007,35,5,0,83,127,14918
2014,24,0,0,90,128,12366
2016,21,9,1,83,126,14450
2004,5,2,10,86,122,12651
2000,29,9,2,88,127,15120
2014,37,9,2,87,122,15199
2006,35,1,5,86,122,13948
2010,0,3,2,81,120,12461
2011,34,3,3,90,127,13864
2007,15,3,6,89,121,12557
2001,19,2,6,88,123,13418
2002,3,3,10,85,120,13408
2016,14,8,6,85,123,14735
2000,12,9,3,83,126,13759
2017,35,4,9,82,128,15210
2001,38,6,8,83,120,14851
2000,33,7,0,83,129,14264
2012,9,10,2,90,127,13911
2016,15,0,10,86,126,12962
2015,34,0,0,86,126,13351
2014,17,3,3,88,129,13715
2017,7,10,3,81,126,14750
2004,5,7,4,86,129,13813
2018,7,8,3,87,130,13489
2009,3,8,5,88,122,13392
2016,11,0,6,86,129,12602
2009,29,3,10,89,129,14561
2006,32,6,8,89,130,15316
2011,7,4,4,82,128,12494
2000,30,6,7,84,123,14130
2001,24,1,5,83,126,13713
2004,38,5,0,89,127,15206
2017,22,1,0,88,129,13079
2013,19,8,0,89,121,13802
2015,11,10,5,86,127,13880
2017,3,3,5,81,120,12961
2010,20,5,1,85,127,13142
2000,20,0,10,83,127,13263
2017,37,1,6,82,123,14723
2017,25,5,3,88,130,14380
2012,0,0,4,89,123,11515
2004,31,8,5,90,130,15508
2012,32,8,10,82,121,15159
2001,23,2,7,80,126,12929
2000,29,1,1,80,121,13191
2011,24,9,4,80,123,14984
2006,9,4,9,86,120,13392
2011,28,9,3,86,124,15375
2014,32,0,2,86,127,14040
2005,0,9,9,85,130,14638
2008,24,7,0,86,123,13863
2004,15,2,2,90,126,12169
2014,22,7,2,88,120,13984
2017,0,5,4,81,120,12634
2009,8,4,10,89,130,13367
2016,11,10,3,84,123,14761
2014,13,5,9,85,128,14093
2005,38,4,5,81,127,15086
2006,1,5,8,88,120,12959
2011,36,1,3,80,120,13921
2005,28,0,3,80,125,13818
2002,29,5,7,86,124,14497
2008,38,7,0,82,130,15632
2013,15,3,4,80,127,13357
2003,20,9,9,81,129,14732
2005,22,6,0,85,122,13748
2017,27,9,10,89,127,15336
2004,11,7,8,86,128,13456
2010,1,9,10,90,125,13973
2007,11,4,5,86,123,13290
2006,27,7,3,87,128,15125
2003,23,3,0,88,121,12932
2013,19,2,5,84,129,12937
2009,15,7,8,86,128,14161
2003,26,2,10,86,126,13824
2013,23,10,3,86,125,15265
2004,10,5,10,81,128,13320
2009,12,9,4,86,127,14882
2017,1,10,1,87,125,13888
2011,6,9,8,89,129,13894
2003,33,3,7,83,129,14167
2007,6,10,6,88,130,13994
2012,26,4,0,83,128,13273
2017,0,10,5,86,130,13840
2011,31,8,8,87,125,15776
2005,12,8,1,88,124,14236
2000,6,6,0,84,122,13612
2004,8,4,3,83,124,13054
2013,35,5,6,82,120,14952
2010,34,6,9,83,123,15233
2015,2,8,6,87,126,13718
2000,18,0,4,81,126,12709
2012,31,7,7,86,128,15654
2006,17,3,5,82,126,12846
2000,6,3,2,80,123,12945
2005,0,9,0,89,123,14169
2001,2,3,0,80,130,12659
2002,17,6,8,88,125,13754
2003,14,6,7,88,129,13710
2013,36,9,5,90,122,16402
2017,6,8,9,88,124,13598
2000,13,5,2,89,127,13309
2007,16,5,3,84,123,13992
2000,20,9,8,88,122,14915
2005,25,0,4,86,120,12397
2003,4,8,8,88,124,14304
2013,13,8,10,81,121,13962
2006,17,1,7,88,120,12535
2013,38,3,4,80,126,15110
2010,1,4,6,83,124,12919
2011,7,7,8,90,126,14364
2015,32,9,8,89,128,16373
2011,25,0,0,88,127,12780
2004,1,7,3,82,120,13471
2013,10,9,1,82,127,13392
2010,12,9,3,87,123,14568
2008,12,4,3,88,126,12507
2006,0,1,2,81,128,11826
2016,16,0,1,88,120,12411
2014,11,9,2,83,129,14006
2008,12,10,3,86,120,13747
2006,0,4,8,84,120,12963
2013,30,3,6,81,126,14149
2009,34,6,8,90,130,15378
2009,16,10,0,87,125,14197
2011,18,1,8,81,129,12552
2011,22,0,5,80,127,12291
2002,30,8,10,83,126,15863
2017,34,10,0,85,130,15983
2008,16,1,7,89,126,13414
2014,18,0,1,88,129,11925
2003,26,7,8,83,128,15143
2011,2,10,10,85,124,14943
2002,25,5,1,86,127,14178
2002,15,2,1,86,121,12314
2008,22,0,7,87,125,13282
2003,9,0,10,81,130,12012
2002,34,1,4,83,126,13420
2005,14,1,8,88,130,12741
2001,1,2,10,90,122,12182
2002,14,7,7,80,124,14228
2000,15,0,4,88,127,11841
2012,33,5,8,85,128,15187
2014,18,7,2,84,123,14127
2017,17,3,3,89,127,13724
2006,23,0,2,86,128,12593
2011,26,2,9,81,125,13909
2010,8,0,2,89,129,12654
2007,37,6,10,87,127,16081
2018,9,0,7,83,128,12062
2006,22,7,3,86,122,14877
2015,9,10,4,81,121,14578
2001,29,8,3,90,123,14694
2003,32,4,6,84,129,13994
2006,13,6,8,80,125,14046
2017,7,4,8,82,122,13824
2010,31,3,0,82,126,13918
2012,12,6,7,86,128,13400
2004,27,10,8,86,128,15759
2012,35,1,1,89,123,13295
2002,11,2,1,87,128,12686
2002,14,6,6,83,125,13482
2006,32,7,7,81,126,14786
2018,13,7,3,89,125,13232
2007,8,7,3,81,120,13292
2013,10,10,4,83,127,14270
2006,16,6,10,89,123,13691
2003,31,2,5,85,120,14162
2000,36,0,6,87,127,14393
2007,3,1,6,80,124,12444
2003,21,4,0,89,125,13294
2001,7,9,9,84,123,14371
2008,5,0,10,87,128,11802
2012,2,2,8,90,129,12323
2017,31,9,1,83,123,15012
2003,29,8,2,86,130,14673
2005,30,5,2,88,126,14234
2011,29,9,10,83,129,15687
2009,16,7,1,82,124,13187
2005,8,7,0,83,121,13652
2016,10,5,10,90,128,14307
2013,32,7,8,81,123,14855
2001,38,5,4,84,128,14616
2000,26,7,1,84,126,14520
2004,3,6,1,86,122,13485
2014,14,1,7,85,127,13208
2003,36,1,3,80,121,14643
2008,37,8,8,84,123,16377
2016,9,0,5,87,128,11720
2014,17,2,2,90,127,12577
2007,18,2,6,89,126,13163
2008,28,4,1,88,120,13805
2010,3,5,5,80,121,12839
2003,35,0,5,90,123,13380
2005,37,0,3,82,129,13589
2005,25,7,6,88,125,14614
2002,25,7,5,80,126,14767
2009,17,1,10,82,123,12561
2013,35,2,9,87,121,13882
2008,35,0,5,86,130,13928
2001,38,9,0,84,130,15409
2000,20,5,4,84,121,13582
2013,19,9,3,84,122,15157
2003,4,2,2,85,130,12133
2001,30,8,8,88,120,15246
2006,5,6,6,82,123,12775
2001,10,9,9,82,122,13704
2016,9,9,6,88,123,13754
2009,30,1,9,83,120,14100
2013,1,1,8,80,123,13029
2018,26,3,9,85,121,13391
2013,15,2,2,89,130,12358
2010,0,4,9,89,124,12450
2015,35,7,1,81,127,15674
2011,22,10,8,82,126,15301
2012,26,1,10,88,124,13916
2000,13,9,1,84,124,14073
2008,32,4,5,82,121,14293
2014,19,8,7,90,126,15197
2005,8,3,4,89,126,12187
2014,31,8,3,81,130,14531
2016,31,1,4,85,128,13641
2006,12,4,5,82,122,13678
2010,33,5,2,90,128,14398
2011,28,5,0,81,121,13950
2009,26,1,10,89,121,14016
2004,21,1,0,83,128,13427
2001,31,5,5,86,128,14067
2001,33,9,2,84,126,15294
2017,6,5,6,81,130,13060
2013,25,6,2,89,121,13972
2006,4,0,1,80,120,11991
2015,13,10,7,83,124,14914
2007,18,10,6,86,127,14471
2001,21,7,10,86,129,14676
2011,19,0,3,90,120,12025
2006,1,2,3,82,127,11971
2008,12,5,0,80,128,12663
2011,4,2,10,87,126,12813
2001,24,6,1,86,126,13682
2002,38,4,2,89,124,15322
2010,16,5,5,87,122,13486
2010,33,8,0,88,125,14784
2012,37,7,6,86,129,15747
2006,30,3,9,83,126,14274
2012,19,5,9,82,130,14253
2013,26,3,9,89,129,14060
2003,2,3,3,90,129,13241
2017,25,10,3,89,122,15667
2007,10,1,7,80,127,12350
2009,18,4,6,82,128,13939
2002,14,7,4,82,124,13206
2009,0,8,7,84,124,14050
2012,21,0,9,84,128,13595
2008,30,3,2,85,129,14465
2001,3,5,3,90,129,12536
2015,22,3,3,85,123,13579
2014,38,8,7,84,129,16231
2011,11,9,2,84,126,13854
2000,21,0,0,80,123,12281
2004,10,0,9,88,128,12028
2008,28,1,0,90,125,13052
2000,2,10,10,86,121,13869
2006,22,5,5,88,123,14317
2006,16,9,7,80,129,14678
2002,17,5,9,80,130,13329
2008,36,10,1,87,130,16426
2009,0,3,10,90,129,13581
2004,17,1,6,85,122,12975
2008,37,8,0,89,127,16024
2014,7,8,1,84,130,13732
2013,13,8,4,86,120,13555
2000,19,10,1,87,126,14241
2005,32,2,8,85,124,14299
2014,27,8,10,87,126,14836
2009,18,3,6,81,127,13847
2017,21,5,6,87,121,13715
2001,15,0,7,90,121,12981
2005,32,3,9,80,126,14037
2018,8,6,5,85,128,12921
2001,18,6,9,84,128,13597
2014,25,8,1,90,121,14738
2014,21,2,8,84,125,13816
2008,15,1,2,80,126,12944
2013,16,6,8,86,128,14521
2008,12,9,1,88,120,14698
2013,10,5,10,87,130,14162
2008,36,5,8,87,127,15180
2001,6,1,1,82,128,12404
2013,21,10,3,81,123,15357
2015,17,10,10,89,128,14679
2000,36,3,5,87,125,15067
2013,20,1,6,80,123,13418
2009,34,4,8,87,128,14680
2005,35,6,0,85,130,15398
2011,38,5,1,84,122,14356
2002,13,8,2,80,120,13244
2006,33,1,3,85,125,13940
2006,10,6,1,83,128,12849
2010,11,7,6,86,121,13599
2017,20,8,2,83,120,14699
2018,2,9,1,86,126,14074
2002,14,7,4,86,125,13232
2000,15,9,7,87,128,13999
2001,20,3,9,89,124,13840
2008,20,5,6,89,122,14508
2017,11,9,5,83,126,14911
2009,26,9,2,84,126,14290
2010,5,3,8,88,129,13087
2012,6,8,3,87,120,13750
2014,26,3,10,84,124,14314
2012,12,6,2,82,122,13600
2016,23,8,3,88,130,14252
2008,18,0,9,84,125,12505
2012,10,3,7,85,121,12397
2010,30,5,8,87,130,15081
2015,5,5,8,84,121,13086
2017,16,9,8,87,126,15180
2006,11,4,6,80,126,13700
2011,6,9,7,82,126,14044
2016,26,2,2,87,125,13614
2010,36,0,3,90,126,14555
2009,36,0,3,89,124,14407
2004,3,5,3,86,120,12481
2009,24,9,0,86,123,14426
2015,17,10,1,84,124,14307
2005,32,8,7,80,122,14717
2005,29,7,10,88,128,14741
2018,33,8,3,88,128,15873
2018,21,3,10,90,122,13146
2016,23,0,6,82,121,12658
2005,21,1,2,81,121,13105
2003,27,4,3,81,129,13318
2007,38,9,1,86,124,16221
2015,23,0,8,90,120,13165
2018,10,10,0,88,129,14383
2005,8,1,4,85,124,12630
2004,5,5,3,84,123,12918
2013,34,8,2,89,124,15739
2004,14,3,0,87,130,12865
2000,25,2,2,90,126,12981
2003,23,4,3,84,128,13434
2013,17,8,2,85,124,13664
2009,28,4,4,85,120,13567
2003,30,9,1,88,122,14882
2005,14,3,3,81,122,12441
2003,38,9,7,87,122,16243
2001,25,1,4,88,130,13526
2011,37,3,10,85,129,15097
2004,12,4,4,90,122,12650
